private_cofinancing,project_name,lat,description,beneficiary_name,public_cofinancing,long,fund,eu_amount,address,duration
475698,Rotterdam Media Commission,51.9030526,"De gemeente zet zich in om de creatieve sector te ontwikkelen. De groei in deze sector moet bijdragen aan de attractiviteit van de stad en de groei van het aantal hoger opgeleiden in de stad. RMC is opgericht om de innovatie, kennisontwikkeling en kennisuitwisseling te stimuleren. RMC richt zich op acquisitie en faciliteren van organisaties en producties, op het creëren van bekendheid tussen Rotterdamse mediabedrijven, het profileren van de Rotterdamse mediasector naar mogelijke opdrachtgevers en het profileren van Rotterdam als productie-, vestigings- en ontwikkelingslocatie. Het belangrijkste onderdeel van het project is een subsidieregeling voor collectieve initiatieven in de mediasector. RMC verleent in tenders op aanvraag subsidie aan organisaties binnen de regio, die initiatieven tot versterking van de mediasector willen uitvoeren. Collectieve initiatieven moeten gericht zijn op innovatie, kennisontwikkeling en kennisuitwisseling. Ook dient er sprake te zijn van samenwerking tussen een (media) onderneming en/of een overheidsorganisatie en/of een onderwijs/-kennisinstelling. Samenwerking tussen : gemeente Rotterdam en Stichting Rotterdam Media Commission.",Rotterdam Media Comission,3407789,4.4606003,EFRO,1504181,3024EA,Looptijd: van  1 januari 2009 tot 31 juli 2015
,CASA  (INTERREG IVC),51.44241,"Today, regions and governments are faced with an unsustainable situation with increasing pressure on health and social care resulting from demographic changes. With an ageing population, citizens are also increasingly living with chronic diseases and this has serious implications on the future provision of welfare and health services. Chronic diseases now account for an average of two thirds of healthcare costs in the most advanced countries yet about 80% of such diseases are preventable. A new generation of innovative, secure, wearable, interactive health solutions will have to be developed in regions for the care of the elderly, with personalized information and guidance at home or outdoors i.e. a so-called 'personalized healthcare system'. The CASA network comprising of 13 participating regions will come together to search for joint-up solutions, access best practices and a policy sounding board through the consortia for the deployment of assistive living solutions (AAL). The CASA partnership, led by Flanders Ministry of Health will organise 9 study visits on the thematics of 'monitoring, safety and self management', 'social interaction', 'chronic diseases', 'healthy lifestyle and rehabilitation ICT', 'informal care', 'telemedecine evaluation model', 'mobility and liveability/ intregated regional policy, business and knowledge development', 'user driven innovation through public/private partnership', and 'large scale deployment'.","Grensoverschrijdend samenwerkingsverband met projectpartners uit alle landen van Europa. De lead partner is: The Flemish Community, België",72000,5.4407504,INTERREG,216000,5652 LA,Looptijd: van  1 januari 2012 tot 31 december 2014
,Herontwikkkeling en inrichting stationsgebied Breda-Noord,51.5876315,"ProjectbeschrijvingDe overall doelstelling van de Gemeente Breda met dit project is het herinrichten van de hoofdinfrastructuur aan de noordzijde van het station, zodat er enerzijds een goed bereikbaar station ontstaat en anderzijds een aantrekkelijke openbare ruimte waar verschillende functies (wonen, werken en mobiliteit) zich optimaal kunnen ontwikkelen.",Gemeente Breda afd. Programmaman. en Projecten,7241200,4.7835845,EFRO,1500000,4811 DJ,Looptijd: van  1 mei 2010 tot 30 oktober 2012
,Leer- Werk Boerderij op het Gezondheidspark te Hengelo,52.2661328," Hierin kunnen jongeren met een verstandelijke beperking, met een ontwikkelingsachterstand en/of met gedragsproblematiek begeleid worden in hun ontwikkeling naar de arbeidsmarkt (‘arbeidstoeleiding’), met name op het gebied van de agrarische arbeidsmarkt, o.a. groenvoorziening, dierverzorging.",Stichting Ambiq,233775,6.7620241,EFRO,191271,7555 SK,Looptijd: van  1 december 2008 tot 30 november 2012
,NeCEN Open Access,52.1659679,"Grote stap voorwaarts voor toepassingsgerichte materiaalstudies Het Nederlands Centrum voor Elektronen Nanoscopie (NeCEN) is een consortium van de belangrijkste Nederlandse universiteiten en onderzoeksinstellingen op life science gebied. Deze faciliteert het ontwikkelen van nieuwe strategieën ter preventie, diagnostisering en behandeling van ziektes. NeCEN heeft mede met hulp van Kansen voor West een cryo-transmissie elektronenmicroscoop aangeschaft. Deze staat opgesteld op het Leidse BioScience Park, waar NeCEN een open onderzoeksvoorziening heeft ingericht met ‘state of the art’ elektronenmicroscopie voor het biomedisch bedrijfsleven. Daar krijgt onder de naam NeCEN Open Acces naast de wetenschappelijke wereld nu ook de private sector de kans om zijn R&amp,D-activiteiten veel efficiënter en nauwkeuriger uit te voeren. Deze ook voor het bedrijfsleven opengestelde multidisciplinaire werkomgeving is inmiddels uitgerust met een tweede cryo-transmissie elektronenmicroscoop. Dit nieuwste type microscoop kan tot op een tot voor kort onhaalbaar gedacht detaillistisch niveau complexe structuren in de cel onderzoeken onder cryogene (extreem koude) omstandigheden. Deze microscoop kan bovendien op afstand worden bediend van overal in de wereld. Voor een verdere positionering van het centrum heeft NeCEN zich via nieuwsbrieven, open dagen en bijdragen op vele wetenschappelijke conferenties gepresenteerd aan zowel de private als publieke wetenschappelijke sector in binnen en buitenland. Het blijkt daarbij, dat bedrijven minstens zo veel belangstelling te hebben voor deze nieuwe onderzoeksmethode als de academische wereld. Samenwerking tussen : Universiteit Leiden, het Leids Universitair Medisch Centrum (LUMC), de TU Delft, Het Erasmus Medisch Centrum, de Erasmus Universiteit Rotterdam, de Universiteit Utrecht, de Rijksuniversiteit Groningen, het Nederlands Kanker Instituut, FOM/AMOLF en de TU Eindhoven.",Universiteit Leiden,4671119,4.464997,EFRO,2894034,2333CC,Looptijd: van  3 augustus 2009 tot  1 juli 2013
,Ondernemers- Startershuis Deventer,52.2637969," Daarbij worden problemen in de wijk integraal aangepakt. Voor de onderwijsinstellingen is het belangrijk om de aanwezige kennis te ontsluiten voor  ondernemers in Devernter, maar ook om de ondernemerszin van studenten te versterken en om een nog actievere rol voor de Deventer samenleving te gaan spelen.   ",Stichting Startershuis Deventer,264481,6.1668089,EFRO,288257,7415 CL Deventer,Looptijd: van  1 januari 2011 tot 31 december 2014
903638,Biogas Centrum Groningen,53.2409221,"Het project bestaat uit de opbouw en organisatie van het onderzoekscentrum en een drietal compartimenten met in totaal 16 concrete onderzoeksprojecten. Zestien partners (kennisinstellingen, MKB en grotere ondernemingen) nemen deel, veelal op basis van eigen gestelde vragen naar mogelijkheden voor het opwekken van biogas uit eigen bijproducten.",Biogas Centrum Groningen BV,1068954,6.5336721,EFRO,245533,9747 AS,Looptijd: van  7 oktober 2009 tot 31 december 2014
,Duurzame revitalisering Arkervaart-Oost,52.2304711, Daarnaast zullen de verkeerswegen op en rondom het bedrijventerrein aangepast worden voor het toegenomen vrachtverkeer.,Gemeente Nijkerk,1127000,5.4484992,EFRO,1020000,3861,Looptijd: van  1 januari 2012 tot 30 juni 2015
220000,Kennisknooppunt duurzame kunststoffen,52.7787814,"Stenden Hogeschool, API en Emmtec Services willen samen een kennisknooppunt op het gebied van duurzame kunststoffen oprichten met de focus op duurzaamheid om de hele kennisketen te versterken. Het project wil de samenwerking tussen instellingen, bedrijven en publieke sector op dit gebied versterken.",Stenden Hogeschool vh HD,1813700,6.9118168,EFRO,100000,7811 KL,Looptijd: van 20 oktober 2009 tot 31 maart 2014
1051977,Enkel boek fabricage systeem,51.4544581,"Projectbeschrijving
Book Factory Systems ontwikkelt en realiseert, in samenwerking met: Paro Printing BV te Eindhoven en CCM Centre for Concepts in Mechatronics BV te Nuenen het snelste: ” Enkel Boek Fabricage Systeem ” (Single Copy Book Production System), waardoor Printing On Demand economisch aantrekkelijk wordt. Zonder omsteltijden worden de, via internet bestelde (foto) boeken van verschillende formaten (vaak enkelstuks), geproduceerd.",Book Factory Systems B.V.,5000000,5.3930422,EFRO,499999,5657 EN,Looptijd: van 17 april 2009 tot 31 december 2011
,Openbare havenkade Harlingen,53.1749943,"Het project betreft het ontwerpen en bouwen van 230 meter kademuur en het direct achterliggende kadeterrein in de nieuwe haven van Harlingen. Door de aanleg van de kade wordt een tweetal bedrijventerreinen (oppervlakte totaal 10 ha) goed ontsloten. De achterliggende en nabijgelegen bedrijventerreinen zijn eind jaren negentig en begin 2000 aangelegd. Een groot deel van de terreinen is reeds uitgegeven.De uitgifte van de resterende bedrijventerreinen is afhankelijk van de aanleg van een extra openbare kade met kadeterrein.
 
Op deze wijze wordt bijgedragen aan onder meer de vestiging van een ReststoffenEnergieCentrale (REC), die tevens gebruik zal maken van de stoomoverschotten van de nabijgelegen zoutindustrie. Door het gebruik van het stoomoverschot zal het energierendement met meer dan 50% worden verhoogd en worden aardgasverbruik en CO2-uitstoot aanzienlijk gereduceerd.
 
De aanleg van de extra kade verbetert dus de vestigingsvoorwaarden en draagt bij aan de komst van 5 nieuwe bedrijven die naar verwachting ruim € 150 miljoen gaan investeren. Het directe werkgelegenheidseffect wordt geschat op minimaal 123 fte. Daarnaast worden er nog 100 fte indirecte arbeidsplaatsen gecreëerd.
 
De extra gerealiseerde overslagcapaciteit zal bijdragen aan een verminderde toename van het goederentransport per as (vrachtauto). De vermindering wordt geschat op circa 115.000 ton per jaar. De nieuwe kade maakt het daarnaast mogelijk om 75 meter en langere rotorbladen voor wind- en waterturbines te verladen.",Ontwikkelingsmaatschappij Westergo B.V.,3766960,5.4175821,EFRO,1819640,8861 BD,Looptijd: van 12 oktober 2007 tot  1 juli 2011
505073,Geo Energy: ontwikkeling van een hybride aanbouw met geïntegreerde aardwarmtepomp,51.4711084,,GEO-Energie B.V.,252537,3.7363284,EFRO,252535,4455 AP,Looptijd: van  1 september 2009 tot 30 november 2011
35900,Euregio Maas-Rijn Observatorium van Delenquentie (EMROD) (INTERREG EMR),42.1450502,"Bij het project EMROD gaat het om een volkomen unieke modelervaring in Europa, die ten doel heeft, haar concepten ook in andere grensoverschrijdende streken toe te passen.
 
Het project EMROD heeft verschillende taken. Enerzijds is het van plan, de bestaande (politiële) statistieken met elkaar in overeenstemming te brengen en te standaardiseren, d.w.z. de “objectieve” misdadigheid in de Euregio beter beseffen. Anderzijds stelt het project zich ten doel, met behulp van euregionale onderzoeken van het onveiligheidsgevoel, de nodige instrumenten te vervaardigen en resultaten op te leveren, anders gezegd over een beeld van de “subjectieve” misdadigheid beschikken. Tenslotte speelt het project, dankzij de uitvoering van plaatselijke veiligheidsdiagnoses, een belangrijke rol bij de steun van de instellingen en actoren op euregionaal niveau.
 
EMROD houdt zich met de verschillende problemen van criminaliteit bezig, die de inwoners van der EMR betreffen. Daarbij wordt een bijzonder aandacht aan de drugsproblematiek besteden, omdat haar behandeling door al de betrokken actoren, Justitie, Politie en Administratie, als prioritair werd geclassificeerd.
 
Nederlandse partner in dit project:
- Provincie Limburg NL
Limburglaan 10, NL-6229 GA Maastricht
Contactpersoon:
De heer Leon J. P. M. Frissen (gouverneur)
dlsecgouv@prvlimburg.nl","Grensoverschrijdend samenwerkingsverband met Nederlandse, Duitse en Belgische projectpartners.  De leadpartner is: Provincie Luik (B)",278225,24.7558475,INTERREG,359000,4000,Looptijd: van  1 september 2009 tot 30 september 2013
,IPR 2008,53.1942316,"De Investeringspremieregeling 2008 (IPR 2008) is een subsidieregeling bedoeld om de bedrijvigheid in Noord Nederland te bevorderen. In het kader van deze regeling kan een premie worden verleend aan ondernemers die zich vestigen of innovatieve uitbreidingsprojecten realiseren in aangewezen gebieden in het Noorden.
 
De subsidieregeling heeft als doel de subsidiëring van investeringen aan stuwende ondernemingen die een vestigings- dan wel een innovatief uitbreidingsproject uitvoeren in de door de Europese Commissie op 27 juni 2007 goedgekeurde Nationale regionale-steunkaart en daarmee te komen tot een versterking van de economische structuur van Noord-Nederland.",SNN uitvoeringsorganisatie,,6.5539072,EFRO,5105000,9728 JS,Looptijd: van 21 december 2007 tot  1 april 2014
,TRI Blauwe Stad fase 2,53.1966559,"Rond de Blauwe Stad is in de vorige EFRO-periode meebetaald aan het realiseren van een goede toeristisch-recreatieve infrastructuur. In dit project worden ontbrekende schakels, knooppunten en aansluiting op de regionale toeristische netwerken gerealiseerd.
Toeristische voorzieningen en infrastructuur vormen een wezenlijk onderdeel van het Blauwestad project en het doorbreken van de sociaaleconomische stagnatie. Dit project moet beschouwd worden als investeren in de fysiek randvoorwaarden voor nieuwe initiatieven. De investeringen hebben een vliegwielfunctie voor verdere private investeringen in het gebied. 
Concreet gaat het om de volgende investeringen:
Diverse fietsverbindingen, waardoor rondjes mogelijk worden en/of andere gebieden ontsloten worden.  
Twee pontjes voor fietsers en wandelaars.
Torenpaviljoen (uitkijktoren) en natuurtheater Reiderwolde.",Provincie Groningen,2126200,7.0305059,EFRO,100000,9681 BK,Looptijd: van  2 april 2009 tot 31 december 2013
,Blauwe Passage Blauwestad,53.1972093,"De Blauwe Passage is de nieuwe vaarverbinding van de noordrand van het Oldambtmeer naar Nieuwolda. Hiermee krijgen het Oldambtmeer en Blauwestad een aansluiting op het Termunterzijldiep, de Dollard en de Eems in Duitsland. Binnengaats ontstaat een verbinding via Delfzijl naar het Damsterdiepcircuit en andere routes in Groningen en Friesland. De toeristische vaarmogelijkheden worden hiermee flink verruimd en het Oldambt krijgt een extra toeristische economische impuls.
Het eerste deel van het kanaal vanuit het Oldambtmeer, de sluis en de brug zijn gereed. Binnenkort wordt gestart met het aanleggen van het vervolg van het kanaal langs Midwolda.
Langs het kanaal komen aanlegplaatsen waardoor het mogelijk wordt om via doorsteekjes het centrum van Midwolda te bezoeken. Midwolda heeft een bezienswaardige historische kerk en aantrekkelijke horecavoorzieningen. In Nieuwolda biedt de haven volop gelegenheid voor een tussenstop of overnachting. En voordat de Dollard bereikt wordt, is de haven van Termunterzijl een aantrekkelijke verblijfplaats.
Naar verwachting kan de Blauwe Passage vanaf het vaarseizoen 2015 worden gebruikt door vaarrecreanten.",Gemeente Oldambt,8762750,7.0255283,EFRO,4000000,9681 AG,Looptijd: van 16 juni 2009 tot 31 december 2012
337007,Kassenwarmte Hoogeland en De Naaldhorst,52.0655301,"Het gebied Hoogeland in Naaldwijk die ca. 50 ha beslaat, krijgt een woonbestemming. In het gebied zullen ongeveer 1200 woningen worden gerealiseerd. Daarnaast komen er 150 verpleegeenheden, scholen en 15000 m² kantoorruimte. De gemeente Westland en Vestia hebben gezamenlijk de mogelijkheid om binnen de ontwikkeling van het Hoogeland gebruik te maken van kassenrestwarmte van tuinders in de omgeving onderzocht. Dit project is een van de initiatieven die bijdragen aan de verduurzaming van de glastuinbouw. In een tijd van stijgende energieprijzen, klimaatverandering en geopolitieke spanningen gerelateerd aan energiemarkten is iedereen gebaat bij energiebesparing en beperking van CO2 uitstoot. Een (semi)gesloten kas heeft beperkte ventilatiemogelijkheden. In de zomer fungeert de kas als zonnecollector. Het teveel aan warmte wordt opgeslagen in de bodem en 's winters gebruikt. Hiermee is een energiebesparing te realiseren van 35%. De nieuwe woonwijk ligt op een kilometer afstand van de semi-gesloten kas van telers vereniging Prominent in het Westland. De warmtevraag voor deze locatie kan worden gevuld met het warmteoverschot van de kas. Deze warmte wordt uitgewisseld voor de winterkoude uit het verpleeghuis en de woningen. De kou wordt dus gebruikt om de kas in de zomer te koelen. Bij succes kan dit project breed worden uitgenut. Samenwerking tussen : Stichting Vesta Groep, Telersvereniging Prominent en woningcorporatie.",Stichting Vestia,20615691,4.3221439,EFRO,1092354,2521DB,Looptijd: van 22 januari 2009 tot 31 augustus 2015
