project_title,beneficiary,start_date,end_date,eu_cofinancing_amount,total_amount,priority_axis,thematical_program,fund_acronym
Ε0396-Α1311,LKP SPORTS LIMITED / ΔΗΜΗΤΡΗΣ ΔΑΣΚΑΛΑΚΗΣ,2012,2012,15410,,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 2: ΔΙΕΥΡΥΝΣΗ ΤΗΣ ΑΓΟΡΑΣ ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗ ΣΥΝΟΧΗ,ΑΠ 2 > ΕΣ 1 > Σχέδιο Χορηγιών για Ένταξη στην Απασχόληση με Ευέλικτες Ρυθμίσεις,ESF
Ε0396-Α1312,LKP SPORTS LIMITED / ΕΛΕΝΑ ΠΟΛΥΚΑΡΠΟΥ,2012,2012,13870,,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 2: ΔΙΕΥΡΥΝΣΗ ΤΗΣ ΑΓΟΡΑΣ ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗ ΣΥΝΟΧΗ,ΑΠ 2 > ΕΣ 1 > Σχέδιο Χορηγιών για Ένταξη στην Απασχόληση με Ευέλικτες Ρυθμίσεις,ESF
Ε0397-Α1334,ΝΙΚΟΣ Α. ΤΑΚΚΙΔΗΣ (ΠΑΝΕΜΠΟΡΙΚΗ) ΛΤΔ / ΚΩΝΣΤΑΝΤΙΝΑ ΚΩΝΣΤΑΝΤΙΝΟΥ,2012,2012,13170,,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 2: ΔΙΕΥΡΥΝΣΗ ΤΗΣ ΑΓΟΡΑΣ ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗ ΣΥΝΟΧΗ,ΑΠ 2 > ΕΣ 1 > Σχέδιο Χορηγιών για Ένταξη στην Απασχόληση με Ευέλικτες Ρυθμίσεις,ESF
Ε0399-Α1309,AUDITVIEW LIMITED / ΕΒΕΛΥΝ ΧΑΤΖΗΝΙΚΟΛΑΟΥ,2012,2012,14880,,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 2: ΔΙΕΥΡΥΝΣΗ ΤΗΣ ΑΓΟΡΑΣ ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗ ΣΥΝΟΧΗ,ΑΠ 2 > ΕΣ 1 > Σχέδιο Χορηγιών για Ένταξη στην Απασχόληση με Ευέλικτες Ρυθμίσεις,ESF
Ε0401-Α1314,ΔΗΜΟΣ ΟΡΕΙΝΟΣ / ΣΤΑΥΡΟΣ ΣΤΑΥΡΙΝΟΥ,2012,2012,11030,,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 2: ΔΙΕΥΡΥΝΣΗ ΤΗΣ ΑΓΟΡΑΣ ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗ ΣΥΝΟΧΗ,ΑΠ 2 > ΕΣ 1 > Σχέδιο Χορηγιών για Ένταξη στην Απασχόληση με Ευέλικτες Ρυθμίσεις,ESF
Ε0402-Α1339,"ΝΗΠΙΑΓΩΓΕΙΟ ""Ο ΦΑΡΟΣ"" / ΠΑΝΑΓΙΩΤΑ ΚΟΥΑΛΗ",2012,2012,4690,,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 2: ΔΙΕΥΡΥΝΣΗ ΤΗΣ ΑΓΟΡΑΣ ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗ ΣΥΝΟΧΗ,ΑΠ 2 > ΕΣ 1 > Σχέδιο Χορηγιών για Ένταξη στην Απασχόληση με Ευέλικτες Ρυθμίσεις,ESF
Ε0402-Α1567,"ΝΗΠΙΑΓΩΓΕΙΟ ""Ο ΦΑΡΟΣ"" / ΚΥΡΙΑΚΟΥΛΛΑ ΠΕΤΡΑΚΙΔΟΥ",2012,2012,4140,,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 2: ΔΙΕΥΡΥΝΣΗ ΤΗΣ ΑΓΟΡΑΣ ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗ ΣΥΝΟΧΗ,ΑΠ 2 > ΕΣ 1 > Σχέδιο Χορηγιών για Ένταξη στην Απασχόληση με Ευέλικτες Ρυθμίσεις,ESF
Ε0404-Α1319,ΓΙΑΓΚΟΣ ΓΙΑΓΚΟΥ (ΟΔΟΝΤΙΑΤΡΟΣ) / ΧΡΥΣΤΑΛΛΑ ΚΑΟΥΛΛΑ,2013,2013,8940,,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 2: ΔΙΕΥΡΥΝΣΗ ΤΗΣ ΑΓΟΡΑΣ ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗ ΣΥΝΟΧΗ,ΑΠ 2 > ΕΣ 1 > Σχέδιο Χορηγιών για Ένταξη στην Απασχόληση με Ευέλικτες Ρυθμίσεις,ESF
Ε0405-Α1325,RTD TALOS LTD / ΧΑΡΑΛΑΜΠΟΣ ΧΑΡΑΛΑΜΠΟΥΣ,2012,2012,20550,,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 2: ΔΙΕΥΡΥΝΣΗ ΤΗΣ ΑΓΟΡΑΣ ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗ ΣΥΝΟΧΗ,ΑΠ 2 > ΕΣ 1 > Σχέδιο Χορηγιών για Ένταξη στην Απασχόληση με Ευέλικτες Ρυθμίσεις,ESF
Ε0405-Α1326,RTD TALOS LTD / ΒΑΛΕΝΤΙΝΟΣ ΧΡΙΣΤΟΔΟΥΛΟΥ,2012,2012,14380,,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 2: ΔΙΕΥΡΥΝΣΗ ΤΗΣ ΑΓΟΡΑΣ ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗ ΣΥΝΟΧΗ,ΑΠ 2 > ΕΣ 1 > Σχέδιο Χορηγιών για Ένταξη στην Απασχόληση με Ευέλικτες Ρυθμίσεις,ESF
Ε0406-Α0625,ΓΡΑΦΕΙΟ / ΑΝΘΗ ΣΑΒΒΑ,2012,2012,9160,,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 2: ΔΙΕΥΡΥΝΣΗ ΤΗΣ ΑΓΟΡΑΣ ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗ ΣΥΝΟΧΗ,ΑΠ 2 > ΕΣ 1 > Σχέδιο Χορηγιών για Ένταξη στην Απασχόληση με Ευέλικτες Ρυθμίσεις,ESF
Ε0407-Α1344,A & C CHRISTOFI LIMITED / ΕΛΠΙΔΑ ΕΛΕΥΘΕΡΙΟΥ,2012,2012,15410,,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 2: ΔΙΕΥΡΥΝΣΗ ΤΗΣ ΑΓΟΡΑΣ ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗ ΣΥΝΟΧΗ,ΑΠ 2 > ΕΣ 1 > Σχέδιο Χορηγιών για Ένταξη στην Απασχόληση με Ευέλικτες Ρυθμίσεις,ESF
Ε0409-Α1367,NICESTYLE FOOD & BEVERAGE LIMITED / ΕΙΡΗΝΗ ΠΕΡΔΙΟΥ,2012,2012,11820,,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 2: ΔΙΕΥΡΥΝΣΗ ΤΗΣ ΑΓΟΡΑΣ ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗ ΣΥΝΟΧΗ,ΑΠ 2 > ΕΣ 1 > Σχέδιο Χορηγιών για Ένταξη στην Απασχόληση με Ευέλικτες Ρυθμίσεις,ESF
Ε0410-Α1368,EURO-PLUMB LIMITED / ΔΩΡΑ ΧΡΙΣΤΟΔΟΥΛΟΥ,2012,2012,10480,,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 2: ΔΙΕΥΡΥΝΣΗ ΤΗΣ ΑΓΟΡΑΣ ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗ ΣΥΝΟΧΗ,ΑΠ 2 > ΕΣ 1 > Σχέδιο Χορηγιών για Ένταξη στην Απασχόληση με Ευέλικτες Ρυθμίσεις,ESF
Ε0412-Α1379,ΑΝΤΙΚΑΡΚΙΝΙΚΟΣ ΣΥΝΔΕΣΜΟΣ ΚΥΠΡΟΥ / ΣΤΑΥΡΟΥΛΑ ΣΤΑΥΡΟΥ,2013,2013,9220,,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 2: ΔΙΕΥΡΥΝΣΗ ΤΗΣ ΑΓΟΡΑΣ ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗ ΣΥΝΟΧΗ,ΑΠ 2 > ΕΣ 1 > Σχέδιο Χορηγιών για Ένταξη στην Απασχόληση με Ευέλικτες Ρυθμίσεις,ESF
Ε0413-Α1373,ΛΑΚΗΣ ΣΤΥΛΙΑΝΟΥ / ΜΑΡΙΑ ΔΗΜΗΤΡΙΑΔΟΥ,2013,2013,9490,,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 2: ΔΙΕΥΡΥΝΣΗ ΤΗΣ ΑΓΟΡΑΣ ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗ ΣΥΝΟΧΗ,ΑΠ 2 > ΕΣ 1 > Σχέδιο Χορηγιών για Ένταξη στην Απασχόληση με Ευέλικτες Ρυθμίσεις,ESF
Ε0414-Α1375,ΧΑΝΙ ΕΡΓΟΛΗΠΤΙΚΗ ΕΤΑΙΡΕΙΑ ΛΙΜΙΤΕΔ / ΜΑΡΙΑ ΑΝΔΡΕΟΥ,2012,2012,9020,,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 2: ΔΙΕΥΡΥΝΣΗ ΤΗΣ ΑΓΟΡΑΣ ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗ ΣΥΝΟΧΗ,ΑΠ 2 > ΕΣ 1 > Σχέδιο Χορηγιών για Ένταξη στην Απασχόληση με Ευέλικτες Ρυθμίσεις,ESF
Ε0417-Α0499,M. K. INSURANCE AGENTS & CONSULTANTS LTD / ΝΑΝΑ ΧΡΙΣΤΟΘΕΑ ΑΝΔΡΟΝΙΚΟΥ,2012,2012,11300,,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 2: ΔΙΕΥΡΥΝΣΗ ΤΗΣ ΑΓΟΡΑΣ ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗ ΣΥΝΟΧΗ,ΑΠ 2 > ΕΣ 1 > Σχέδιο Χορηγιών για Ένταξη στην Απασχόληση με Ευέλικτες Ρυθμίσεις,ESF
Ε0421-Α1408,Ι. Α. ΝΕΟΚΛΕΟΥΣ & ΣΥΝΕΡΓΑΤΕΣ Δ.Ε.Π.Ε. / ANASTASIIA SAVCHUK,2012,2012,12330,,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 2: ΔΙΕΥΡΥΝΣΗ ΤΗΣ ΑΓΟΡΑΣ ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗ ΣΥΝΟΧΗ,ΑΠ 2 > ΕΣ 1 > Σχέδιο Χορηγιών για Ένταξη στην Απασχόληση με Ευέλικτες Ρυθμίσεις,ESF
Ε0421-Α1409,Ι. Α. ΝΕΟΚΛΕΟΥΣ & ΣΥΝΕΡΓΑΤΕΣ Δ.Ε.Π.Ε. / ΑΝΑΣΤΑΣΙΑ ΤΡΥΦΩΝΟΣ,2012,2012,12330,,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 2: ΔΙΕΥΡΥΝΣΗ ΤΗΣ ΑΓΟΡΑΣ ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗ ΣΥΝΟΧΗ,ΑΠ 2 > ΕΣ 1 > Σχέδιο Χορηγιών για Ένταξη στην Απασχόληση με Ευέλικτες Ρυθμίσεις,ESF
Ε0422-Α1413,K. N. KYRIAKOU DEVELOPMENT CONSTRUCTIONS LTD / ΓΕΩΡΓΙΟΣ ΘΕΟΦΑΝΟΥΣ,2012,2012,15710,,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 2: ΔΙΕΥΡΥΝΣΗ ΤΗΣ ΑΓΟΡΑΣ ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗ ΣΥΝΟΧΗ,ΑΠ 2 > ΕΣ 1 > Σχέδιο Χορηγιών για Ένταξη στην Απασχόληση με Ευέλικτες Ρυθμίσεις,ESF
Ε0423-Α1258,ΔΗΜΟΣ ΤΣΕΡΙΟΥ / ΤΖΟΥΛΙΑ-ΑΝΝΑ ΜΟΥΓΙΑΝΝΙΔΟΥ,2013,2013,11930,,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 2: ΔΙΕΥΡΥΝΣΗ ΤΗΣ ΑΓΟΡΑΣ ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗ ΣΥΝΟΧΗ,ΑΠ 2 > ΕΣ 1 > Σχέδιο Χορηγιών για Ένταξη στην Απασχόληση με Ευέλικτες Ρυθμίσεις,ESF
Ε0423-Α1297,ΔΗΜΟΣ ΤΣΕΡΙΟΥ / ΣΟΛΩΝ ΣΟΛΟΜΩΝΙΔΗΣ,2013,2013,11930,,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 2: ΔΙΕΥΡΥΝΣΗ ΤΗΣ ΑΓΟΡΑΣ ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗ ΣΥΝΟΧΗ,ΑΠ 2 > ΕΣ 1 > Σχέδιο Χορηγιών για Ένταξη στην Απασχόληση με Ευέλικτες Ρυθμίσεις,ESF
Ε0423-Α1410,ΔΗΜΟΣ ΤΣΕΡΙΟΥ / ΜΑΡΟΥΛΛΑ ΧΑΡΑΛΑΜΠΟΥΣ,2013,2013,11930,,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 2: ΔΙΕΥΡΥΝΣΗ ΤΗΣ ΑΓΟΡΑΣ ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗ ΣΥΝΟΧΗ,ΑΠ 2 > ΕΣ 1 > Σχέδιο Χορηγιών για Ένταξη στην Απασχόληση με Ευέλικτες Ρυθμίσεις,ESF
Ε0423-Α1457,ΔΗΜΟΣ ΤΣΕΡΙΟΥ / ΑΛΚΗΣ ΜΥΛΩΝΑΣ,2013,2013,11930,,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 2: ΔΙΕΥΡΥΝΣΗ ΤΗΣ ΑΓΟΡΑΣ ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗ ΣΥΝΟΧΗ,ΑΠ 2 > ΕΣ 1 > Σχέδιο Χορηγιών για Ένταξη στην Απασχόληση με Ευέλικτες Ρυθμίσεις,ESF
Ε0425-Α1416,C. H. DOME SECRETARIAL LTD / ΜΑΓΔΑΛΗΝΗ ΚΑΚΚΟΥΡΑ,2013,2013,11300,,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 2: ΔΙΕΥΡΥΝΣΗ ΤΗΣ ΑΓΟΡΑΣ ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗ ΣΥΝΟΧΗ,ΑΠ 2 > ΕΣ 1 > Σχέδιο Χορηγιών για Ένταξη στην Απασχόληση με Ευέλικτες Ρυθμίσεις,ESF
Ε0429-Α1435,ΔΕΣΠΟΙΝΑ Π. ΧΑΤΖΗΜΑΡΚΟΥ ΣΥΜΒΟΥΛΟΙ ΠΟΛΙΤΙΚΟΙ ΜΗΧΑΝΙΚΟΙ ΛΤΔ / ΣΩΤΗΡΟΥΛΑ ΕΥΘΥΜΙΑΔΟΥ,2012,2012,10480,,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 2: ΔΙΕΥΡΥΝΣΗ ΤΗΣ ΑΓΟΡΑΣ ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗ ΣΥΝΟΧΗ,ΑΠ 2 > ΕΣ 1 > Σχέδιο Χορηγιών για Ένταξη στην Απασχόληση με Ευέλικτες Ρυθμίσεις,ESF
Ε0431-Α0723,M. A. EUROPRESS LIMITED / ΧΡΙΣΤΙΑΝΑ ΧΑΤΖΗΣΤΥΛΛΗ,2012,2012,6150,,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 2: ΔΙΕΥΡΥΝΣΗ ΤΗΣ ΑΓΟΡΑΣ ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗ ΣΥΝΟΧΗ,ΑΠ 2 > ΕΣ 1 > Σχέδιο Χορηγιών για Ένταξη στην Απασχόληση με Ευέλικτες Ρυθμίσεις,ESF
Ε0432-Α1437,ΑΡΧΙΤΕΚΤΟΝΙΚΟ ΓΡΑΦΕΙΟ ΑΝΔΡΕΑ ΜΟΥΚΤΑΡΗ / ΕΙΡΕΝΑ ΔΙΑΚΟΥ,2012,2012,10280,,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 2: ΔΙΕΥΡΥΝΣΗ ΤΗΣ ΑΓΟΡΑΣ ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗ ΣΥΝΟΧΗ,ΑΠ 2 > ΕΣ 1 > Σχέδιο Χορηγιών για Ένταξη στην Απασχόληση με Ευέλικτες Ρυθμίσεις,ESF
Ε0434-Α1452,SLA TRUST LTD / ΓΕΩΡΓΙΑ ΑΝΑΣΤΑΣΙΟΥ,2012,2012,7190,,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 2: ΔΙΕΥΡΥΝΣΗ ΤΗΣ ΑΓΟΡΑΣ ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗ ΣΥΝΟΧΗ,ΑΠ 2 > ΕΣ 1 > Σχέδιο Χορηγιών για Ένταξη στην Απασχόληση με Ευέλικτες Ρυθμίσεις,ESF
Ε0435-Α1455,A. K. ANAGLYFO SOLUTIONS LIMITED / ΑΝΔΡΗ ΠΑΠΑΔΟΠΟΥΛΟΥ,2012,2012,9760,,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 2: ΔΙΕΥΡΥΝΣΗ ΤΗΣ ΑΓΟΡΑΣ ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗ ΣΥΝΟΧΗ,ΑΠ 2 > ΕΣ 1 > Σχέδιο Χορηγιών για Ένταξη στην Απασχόληση με Ευέλικτες Ρυθμίσεις,ESF
Ε0435-Α1456,A. K. ANAGLYFO SOLUTIONS LIMITED / ΕΥΔΟΚΙΑ ΚΑΛΙΑ,2012,2012,9250,,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 2: ΔΙΕΥΡΥΝΣΗ ΤΗΣ ΑΓΟΡΑΣ ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗ ΣΥΝΟΧΗ,ΑΠ 2 > ΕΣ 1 > Σχέδιο Χορηγιών για Ένταξη στην Απασχόληση με Ευέλικτες Ρυθμίσεις,ESF
Ε0436-Α1458,PELAGIA SKOUFARIDE CREATIONS LIMITED / ΑΡΤΕΜΙΣ ΜΙΧΑΗΛ,2012,2012,9960,,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 2: ΔΙΕΥΡΥΝΣΗ ΤΗΣ ΑΓΟΡΑΣ ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗ ΣΥΝΟΧΗ,ΑΠ 2 > ΕΣ 1 > Σχέδιο Χορηγιών για Ένταξη στην Απασχόληση με Ευέλικτες Ρυθμίσεις,ESF
Ε0437-Α1459,NICOLAOU G. THEOPHANIS IMPORTS LIMITED / ΕΛΕΝΑ ΣΩΤΗΡΙΟΥ,2013,2013,7260,,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 2: ΔΙΕΥΡΥΝΣΗ ΤΗΣ ΑΓΟΡΑΣ ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗ ΣΥΝΟΧΗ,ΑΠ 2 > ΕΣ 1 > Σχέδιο Χορηγιών για Ένταξη στην Απασχόληση με Ευέλικτες Ρυθμίσεις,ESF
Ε0439-Α1468,N. T. RESCUE LINE AUTO SERVICES LTD / ΑΓΓΕΛΟΣ ΣΦΑΚΙΑΝΑΚΗΣ,2013,2013,14380,,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 2: ΔΙΕΥΡΥΝΣΗ ΤΗΣ ΑΓΟΡΑΣ ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗ ΣΥΝΟΧΗ,ΑΠ 2 > ΕΣ 1 > Σχέδιο Χορηγιών για Ένταξη στην Απασχόληση με Ευέλικτες Ρυθμίσεις,ESF
Ε0440-Α1471,RADIO ROADHOUSE LIMITED / EKATERINA MELAS,2013,2013,13750,,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 2: ΔΙΕΥΡΥΝΣΗ ΤΗΣ ΑΓΟΡΑΣ ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗ ΣΥΝΟΧΗ,ΑΠ 2 > ΕΣ 1 > Σχέδιο Χορηγιών για Ένταξη στην Απασχόληση με Ευέλικτες Ρυθμίσεις,ESF
Ε0442-Α1481,PHOTOS PETEVI HAIRDRESSING UNISEX SALOON LIMITED / ΠΑΝΑΓΙΩΤΑ ΠΡΟΚΟΠΙΟΥ,2012,2012,8940,,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 2: ΔΙΕΥΡΥΝΣΗ ΤΗΣ ΑΓΟΡΑΣ ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗ ΣΥΝΟΧΗ,ΑΠ 2 > ΕΣ 1 > Σχέδιο Χορηγιών για Ένταξη στην Απασχόληση με Ευέλικτες Ρυθμίσεις,ESF
Ε0443-Α1482,SAVVA & DEMOSTHENOUS CERTIFIED PUBLIC ACCOUNTANTS LTD / ΑΝΑΣΤΑΣΙΑ ΣΠΥΡΟΥ,2013,2013,8990,,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 2: ΔΙΕΥΡΥΝΣΗ ΤΗΣ ΑΓΟΡΑΣ ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗ ΣΥΝΟΧΗ,ΑΠ 2 > ΕΣ 1 > Σχέδιο Χορηγιών για Ένταξη στην Απασχόληση με Ευέλικτες Ρυθμίσεις,ESF
Ε0445-Α1514,SILVER HOUSE LIMITED / ΚΑΛΛΙΟΠΗ ΑΓΡΟΓΙΑΝΝΗ,2013,2013,8740,,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 2: ΔΙΕΥΡΥΝΣΗ ΤΗΣ ΑΓΟΡΑΣ ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗ ΣΥΝΟΧΗ,ΑΠ 2 > ΕΣ 1 > Σχέδιο Χορηγιών για Ένταξη στην Απασχόληση με Ευέλικτες Ρυθμίσεις,ESF
Ε0452-Α1508,ΣΥΝΕΡΓΑΤΙΚΟ ΤΑΜΙΕΥΤΗΡΙΟ ΛΑΡΝΑΚΑΣ ΛΤΔ / ΑΝΔΡΕΑΣ ΠΑΠΑΧΡΥΣΟΣΤΟΜΟΥ,2012,2012,5460,,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 2: ΔΙΕΥΡΥΝΣΗ ΤΗΣ ΑΓΟΡΑΣ ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗ ΣΥΝΟΧΗ,ΑΠ 2 > ΕΣ 1 > Σχέδιο Χορηγιών για Ένταξη στην Απασχόληση με Ευέλικτες Ρυθμίσεις,ESF
Ε0453-Α1383,THE NEW GENERATION STEEL WORK & HOUSE LIMITED / ΚΡΙΣΤΙΝΑ ΣΤΡΟΥΚ ΠΑΝΑΓΙΔΗ,2013,2013,4410,,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 2: ΔΙΕΥΡΥΝΣΗ ΤΗΣ ΑΓΟΡΑΣ ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗ ΣΥΝΟΧΗ,ΑΠ 2 > ΕΣ 1 > Σχέδιο Χορηγιών για Ένταξη στην Απασχόληση με Ευέλικτες Ρυθμίσεις,ESF
Ε0456-Α1438,J.H. HEINZ CR/SR A.S. / ΙΩΑΝΝΗΣ ΠΑΠΑΜΙΧΑΗΛ,2013,2013,16440,,ΑΞΟΝΑΣ ΠΡΟΤΕΡΑΙΟΤΗΤΑΣ (ΑΠ) 2: ΔΙΕΥΡΥΝΣΗ ΤΗΣ ΑΓΟΡΑΣ ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗ ΣΥΝΟΧΗ,ΑΠ 2 > ΕΣ 1 > Σχέδιο Χορηγιών για Ένταξη στην Απασχόληση με Ευέλικτες Ρυθμίσεις,ESF
